ell,keygen,auth,dele,enc,trapdoor,test
1,0.04356861115,0.03649830818,0.01554918289,0.0218629837,0.00404882431,0.004547357559
2,0.1087801456,0.08153271675,0.06365895271,0.02919363976,0.0142531395,0.00176358223
3,0.1768620014,0.1845164299,0.1226274967,0.03814029694,0.01929855347,0.0011219978334,0.259965181350708,0.43665409088134766,0.2992265224456787,0.05662131309509277,0.06435298919677734,0.0013155937194824219
4,0.26395106315612793,0.3948650360107422,0.29856181144714355,0.05713462829589844,0.05719113349914551,0.0012733936309814453
5,0.4264543056488037,0.6349513530731201,0.4952583312988281,0.059705257415771484,0.05668354034423828,0.0011620521545410156
2,0.10270094871520996,0.10402083396911621,0.015001535415649414,0.06423211097717285,0.00034618377685546875,0.001651763916015625
2,0.08989429473876953,0.10757327079772949,0.054975271224975586,0.028838634490966797,0.01636958122253418,0.0014700889587402344
2,0.09916329383850098,0.11629104614257812,0.05657196044921875,0.05335879325866699,0.0152130126953125,0.00202178955078125
